"2021-05-14 15:07:35.276","2021-05-14 15:07:35,276 ipaddr - - ""POST /calculate HTTP/1.1"" 200 - 45 [56fe26ac-bed2-4f4e-900f-77ef7309eb72] ""Java-SDK""","ShippingService"
"2021-05-14 15:07:34.950","2021-05-14 15:07:34,950 ipaddr - - ""POST /discount/apply HTTP/1.1"" 200 - 45 [56fe26ac-bed2-4f4e-900f-77ef7309eb72] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","FrontService"
"2021-05-14 15:07:34.449","2021-05-14 15:07:34,449 ipaddr - - ""GET /album?id=97 HTTP/1.1"" 200 - 45 [56e96adc-2f7a-44b1-af70-5addb435e7ea] ""Java-SDK""","AlbumService"
"2021-05-14 15:07:34.353","2021-05-14 15:07:34,353 ipaddr - - ""GET /item?id=97 HTTP/1.1"" 200 - 45 [56e96adc-2f7a-44b1-af70-5addb435e7ea] ""Java-SDK""","InventoryService"
"2021-05-14 15:07:34.284","2021-05-14 15:07:34,284 ipaddr - - ""GET /item?itemid=97 HTTP/1.1"" 200 - 45 [56e96adc-2f7a-44b1-af70-5addb435e7ea] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","FrontService"
"2021-05-14 15:07:33.863","2021-05-14 15:07:33,863 ipaddr - - ""GET /albums HTTP/1.1"" 200 - 45 [a4ec645c-8a81-4de6-b562-3c176c3fe250] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","AlbumService"
"2021-05-14 15:07:33.665","2021-05-14 15:07:33,665 ipaddr - - ""GET /albums HTTP/1.1"" 200 - 45 [a4ec645c-8a81-4de6-b562-3c176c3fe250] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","InventoryService"
"2021-05-14 15:07:33.187","2021-05-14 15:07:33,187 ipaddr - - ""GET /all/albums HTTP/1.1"" 200 - 45 [a4ec645c-8a81-4de6-b562-3c176c3fe250] ""Java-SDK""","FrontService"
"2021-05-14 15:07:33.121","2021-05-14 15:07:33,121 ipaddr - - ""GET /movie?id=112 HTTP/1.1"" 200 - 45 [3bf977bb-0d5c-495b-8cf9-84b31864a6e0] ""Java-SDK""","MovieService"
"2021-05-14 15:07:33.030","2021-05-14 15:07:33,030 ipaddr - - ""GET /item?id=112 HTTP/1.1"" 200 - 45 [3bf977bb-0d5c-495b-8cf9-84b31864a6e0] ""Java-SDK""","InventoryService"
"2021-05-14 15:07:32.963","2021-05-14 15:07:32,963 ipaddr - - ""GET /item?itemid=112 HTTP/1.1"" 200 - 45 [3bf977bb-0d5c-495b-8cf9-84b31864a6e0] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","FrontService"
"2021-05-14 15:07:32.620","2021-05-14 15:07:32,620 ipaddr - - ""GET /movies HTTP/1.1"" 200 - 45 [f90efee3-fb4c-448c-ab31-02c5d732bf31] ""Java-SDK""","MovieService"
"2021-05-14 15:07:32.567","2021-05-14 15:07:32,567 ipaddr - - ""GET /movies HTTP/1.1"" 200 - 45 [f90efee3-fb4c-448c-ab31-02c5d732bf31] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","InventoryService"
"2021-05-14 15:07:32.334","2021-05-14 15:07:32,334 ipaddr - - ""GET /all/movies HTTP/1.1"" 200 - 45 [f90efee3-fb4c-448c-ab31-02c5d732bf31] ""Java-SDK""","FrontService"
"2021-05-14 15:07:32.237","2021-05-14 15:07:32,237 ipaddr - - ""GET /book?id=53 HTTP/1.1"" 200 - 45 [720e7e49-0acd-4207-9280-2b6fff4d827e] ""Java-SDK""","BookService"
"2021-05-14 15:07:31.900","2021-05-14 15:07:31,900 ipaddr - - ""GET /item?id=53 HTTP/1.1"" 200 - 45 [720e7e49-0acd-4207-9280-2b6fff4d827e] ""Java-SDK""","InventoryService"
"2021-05-14 15:07:31.659","2021-05-14 15:07:31,659 ipaddr - - ""GET /item?itemid=53 HTTP/1.1"" 200 - 45 [720e7e49-0acd-4207-9280-2b6fff4d827e] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","FrontService"
"2021-05-14 15:07:31.598","2021-05-14 15:07:31,598 ipaddr - - ""GET /books HTTP/1.1"" 200 - 45 [4b41f47a-04f6-4f53-a38c-c94ca12d17fe] ""Java-SDK""","BookService"
"2021-05-14 15:07:31.579","2021-05-14 15:07:31,579 ipaddr - - ""GET /books HTTP/1.1"" 200 - 45 [4b41f47a-04f6-4f53-a38c-c94ca12d17fe] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","InventoryService"
"2021-05-14 15:07:31.486","2021-05-14 15:07:31,486 ipaddr - - ""GET /all/books HTTP/1.1"" 200 - 45 [4b41f47a-04f6-4f53-a38c-c94ca12d17fe] ""Java-SDK""","FrontService"
"2021-05-14 15:07:31.407","2021-05-14 15:07:31,407 ipaddr - - ""GET / HTTP/1.1"" 200 - 45 [cb0b8c0e-6e9b-450f-8bab-57d0895d53e4] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","FrontService"
